period, operator, operatorLabel, product, category, gridusagename, gridusage before discount (cts./kWh), gridusagediscount discount (cts./kWh), gridusage after discount (cts./kWh), hereof grid: fixcosts (CHF p.a.), hereof grid: power price (CHF p.a.), hereof grid: working price (cts./kWh), energyname, energy before discount (cts./kWh), energy discount (cts./kWh), energy after discount (cts./kWh), hereof energy: fixcosts (CHF p.a.), hereof energy: power price (CHF p.a.), hereof energy: working price (cts./kWh), charge (cts./kWh), aidfee (cts./kWh), total (cts./kWh), metering rate (cts./kWh), annual metering cost (CHF p.a.)
2025,CHE-105.973.181,Elektrizitätswerk Jona-Rapperswil AG,standard,H8,NS I,10.354,0,10.354,60,0,8.774,ÖkoPower,12.715,0,12.715,0,0,12.715,0.16,2.3,25.529,,
2025,CHE-105.973.181,Elektrizitätswerk Jona-Rapperswil AG,standard,C2,NS I,10.178,0,10.178,60,0,9.198,ÖkoPower,12.887,0,12.887,0,0,12.887,0.04,2.3,25.405,,
2025,CHE-105.973.181,Elektrizitätswerk Jona-Rapperswil AG,standard,C4,NS III,8.751,0,8.751,60,16200,4.719,ÖkoPower,12.822,0,12.822,0,0,12.822,0.002,2.3,23.875,,
2025,CHE-105.973.181,Elektrizitätswerk Jona-Rapperswil AG,standard,H5,NS I,10.049,0,10.049,60,0,8.469,ÖkoPower,12.591,0,12.591,0,0,12.591,0.16,2.3,25.1,,
2025,CHE-105.973.181,Elektrizitätswerk Jona-Rapperswil AG,standard,C6,MS,6.252,0,6.252,60,43200,2.588,ÖkoPower,12.838,0,12.838,0,0,12.838,0.001,2.3,21.392,,
2025,CHE-105.973.181,Elektrizitätswerk Jona-Rapperswil AG,standard,C1,NS I,10.755,0,10.755,60,0,9.225,ÖkoPower,12.898,0,12.898,0,0,12.898,0.15,2.3,26.103,,
2025,CHE-105.973.181,Elektrizitätswerk Jona-Rapperswil AG,standard,H6,NS I,9.161,0,9.161,60,0,8.141,ÖkoPower,12.457,0,12.457,0,0,12.457,0.048,2.3,23.966,,
2025,CHE-105.973.181,Elektrizitätswerk Jona-Rapperswil AG,standard,C5,MS,6.604,0,6.604,60,16200,2.572,ÖkoPower,12.822,0,12.822,0,0,12.822,0.002,2.3,21.728,,
2025,CHE-105.973.181,Elektrizitätswerk Jona-Rapperswil AG,standard,H3,NS I,10.535,0,10.535,60,0,8.422,ÖkoPower,12.571,0,12.571,0,0,12.571,0.267,2.3,25.673,,
2025,CHE-105.973.181,Elektrizitätswerk Jona-Rapperswil AG,standard,C7,MS,5.627,0,5.627,60,176040,2.499,ÖkoPower,12.749,0,12.749,0,0,12.749,0,2.3,20.677,,
2025,CHE-105.973.181,Elektrizitätswerk Jona-Rapperswil AG,standard,H1,NS I,13.317,0,13.317,60,0,8.787,ÖkoPower,12.72,0,12.72,0,0,12.72,0.75,2.3,29.087,,
2025,CHE-113.559.412,Dorfkorporation Ebnat-Kappel,standard,H2,GPT-Doppel,13.653,0,13.653,132,0,7.593,GPT-Doppel,13.772,0,13.772,0,0,13.772,0.4,2.3,30.125,,
2025,CHE-113.559.412,Dorfkorporation Ebnat-Kappel,standard,C3,NS-Leistungspreistarif,8.76,0,8.76,240,5550,4.12,NS-Leistungspreistarif,13.624,0,13.624,0,0,13.624,0.235,2.3,24.919,,
2025,CHE-113.559.412,Dorfkorporation Ebnat-Kappel,standard,C5,Hochspannung,6.221,0,6.221,480,16650,2.015,Hochspannung,13.284,0,13.284,0,0,13.284,0.175,2.3,21.98,,
2025,CHE-113.559.412,Dorfkorporation Ebnat-Kappel,standard,H1,GPT-Doppel,16.656,0,16.656,132,0,7.626,GPT-Doppel,13.796,0,13.796,0,0,13.796,0.4,2.3,33.152,,
2025,CHE-113.559.412,Dorfkorporation Ebnat-Kappel,standard,H8,GPT-Doppel,10.2,0,10.2,132,0,7.66,GPT-Doppel,13.82,0,13.82,0,0,13.82,0.4,2.3,26.72,,
2025,CHE-113.559.412,Dorfkorporation Ebnat-Kappel,standard,C7,Hochspannung,5.138,0,5.138,480,180930,1.94,Hochspannung,12.763,0,12.763,0,0,12.763,0.15,2.3,20.351,,
2025,CHE-113.559.412,Dorfkorporation Ebnat-Kappel,standard,H5,GPT-Doppel,9.582,0,9.582,132,0,7.042,GPT-Doppel,13.376,0,13.376,0,0,13.376,0.4,2.3,25.658,,
2025,CHE-113.559.412,Dorfkorporation Ebnat-Kappel,standard,H4,GPT-Doppel,11.373,0,11.373,132,0,7.66,GPT-Doppel,13.82,0,13.82,0,0,13.82,0.4,2.3,27.893,,
2025,CHE-113.559.412,Dorfkorporation Ebnat-Kappel,standard,C2,GPT-Doppel,10.135,0,10.135,132,0,8.915,GPT-Doppel,14.721,0,14.721,0,0,14.721,0.4,2.3,27.556,,
2025,CHE-113.559.412,Dorfkorporation Ebnat-Kappel,standard,C4,NS-Leistungspreistarif,8.103,0,8.103,240,16650,3.945,NS-Leistungspreistarif,13.484,0,13.484,0,0,13.484,0.175,2.3,24.062,,
2025,CHE-113.559.412,Dorfkorporation Ebnat-Kappel,standard,H3,GPT-Doppel,10.643,0,10.643,132,0,6.93,GPT-Doppel,13.296,0,13.296,0,0,13.296,0.4,2.3,26.638,,
2025,CHE-113.559.412,Dorfkorporation Ebnat-Kappel,standard,H6,GPT-Doppel,7.69,0,7.69,132,0,6.382,GPT-Doppel,12.903,0,12.903,0,0,12.903,0.4,2.3,23.293,,
2025,CHE-113.559.412,Dorfkorporation Ebnat-Kappel,standard,H7,Wärmepumpentarif,8.745,0,8.745,132,0,6.95,Wärmepumpentarif,13.544,0,13.544,0,0,13.544,0.4,2.3,24.989,,
2025,CHE-113.559.412,Dorfkorporation Ebnat-Kappel,standard,C1,GPT-Doppel,11.4,0,11.4,132,0,8.97,GPT-Doppel,14.761,0,14.761,0,0,14.761,0.4,2.3,28.861,,
2025,CHE-113.559.412,Dorfkorporation Ebnat-Kappel,standard,C6,Hochspannung,5.773,0,5.773,480,44400,2.001,Hochspannung,13.059,0,13.059,0,0,13.059,0.15,2.3,21.282,,
2025,CHE-101.671.752,Elektrogenossenschaft Moos-Dieselbach,standard,H4,Haushalt,17.823,0,17.823,96,0,14.91,Haushalt,14.94,0,14.94,0,0,14.94,0,2.3,35.063,,
2025,CHE-101.671.752,Elektrogenossenschaft Moos-Dieselbach,standard,H2,Haushalt,19.53,0,19.53,96,0,14.91,Haushalt,14.94,0,14.94,0,0,14.94,0,2.3,36.77,,
2025,CHE-101.671.752,Elektrogenossenschaft Moos-Dieselbach,standard,H5,Haushalt,16.97,0,16.97,96,0,14.91,Haushalt,14.94,0,14.94,0,0,14.94,0,2.3,34.21,,
2025,CHE-101.671.752,Elektrogenossenschaft Moos-Dieselbach,standard,H3,Haushalt,17.823,0,17.823,96,0,14.91,Haushalt,14.94,0,14.94,0,0,14.94,0,2.3,35.063,,
2025,CHE-101.671.752,Elektrogenossenschaft Moos-Dieselbach,standard,H7,Haushalt,16.428,0,16.428,96,0,14.91,Haushalt,14.94,0,14.94,0,0,14.94,0,2.3,33.668,,
2025,CHE-101.671.752,Elektrogenossenschaft Moos-Dieselbach,standard,H1,Haushalt,21.69,0,21.69,96,0,14.91,Haushalt,14.94,0,14.94,0,0,14.94,0,2.3,38.93,,
2025,CHE-101.671.752,Elektrogenossenschaft Moos-Dieselbach,standard,C2,Haushalt,16.01,0,16.01,96,0,14.91,Haushalt,14.94,0,14.94,0,0,14.94,0,2.3,33.25,,
2025,CHE-101.671.752,Elektrogenossenschaft Moos-Dieselbach,standard,H6,Haushalt,16.074,0,16.074,96,0,14.91,Haushalt,14.94,0,14.94,0,0,14.94,0,2.3,33.314,,
2025,CHE-101.671.752,Elektrogenossenschaft Moos-Dieselbach,standard,H8,Haushalt,16.97,0,16.97,96,0,14.91,Haushalt,14.94,0,14.94,0,0,14.94,0,2.3,34.21,,
2025,CHE-101.671.752,Elektrogenossenschaft Moos-Dieselbach,standard,C3,Gewerbe,15.48,0,15.48,0,5340,11.14,Gewerbe,14.64,0,14.64,0,0,14.64,0,2.3,32.42,,
2025,CHE-101.671.752,Elektrogenossenschaft Moos-Dieselbach,standard,C1,Haushalt,16.89,0,16.89,96,0,14.91,Haushalt,14.94,0,14.94,0,0,14.94,0,2.3,34.13,,
2025,CHE-101.671.752,Elektrogenossenschaft Moos-Dieselbach,standard,C4,Gewerbe,15.124,0,15.124,0,16020,11.14,Gewerbe,14.64,0,14.64,0,0,14.64,0,2.3,32.064,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,C2,rwt Basis,9.627,0,9.627,108,0,8.487,rwt Basis,17.306,0,17.306,0,0,17.306,0,2.3,29.233,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,C6,rwt Mittelspannung,6.845,0,6.845,576,42240,2.041,rwt Mittelspannung,15.56,0,15.56,0,0,15.56,0.31,2.3,25.015,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,H3,rwt Basis,10.343,0,10.343,108,0,7.163,rwt Basis,16.42,0,16.42,0,0,16.42,0,2.3,29.063,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,H1,rwt Basis,15.158,0,15.158,108,0,7.628,rwt Basis,16.731,0,16.731,0,0,16.731,0.31,2.3,34.499,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,H8,rwt Basis,9.87,0,9.87,108,0,7.65,rwt Basis,16.746,0,16.746,0,0,16.746,0,2.3,28.916,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,H4,rwt Basis,10.83,0,10.83,108,0,7.65,rwt Basis,16.746,0,16.746,0,0,16.746,0,2.3,29.876,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,C3,rwt Niederspannung 2,10.228,0,10.228,576,6000,5.064,rwt Niederspannung 2,15.56,0,15.56,0,0,15.56,0,2.3,28.088,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,H8,rwt Basis,9.87,0,9.87,108,0,7.65,rwt Basis,16.746,0,16.746,0,0,16.746,0.31,2.3,29.226,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,H7,rwt Flex,8.814,0,8.814,108,0,7.204,rwt Flex,16.574,0,16.574,0,0,16.574,0,2.3,27.689,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,C5,rwt Mittelspannung,7.282,0,7.282,576,15840,2.049,rwt Mittelspannung,15.56,0,15.56,0,0,15.56,0,2.3,25.142,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,H6,rwt Basis,8.01,0,8.01,108,0,6.798,rwt Basis,16.176,0,16.176,0,0,16.176,0.31,2.3,26.796,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,H2,rwt Basis,12.705,0,12.705,108,0,7.605,rwt Basis,16.716,0,16.716,0,0,16.716,0.31,2.3,32.032,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,H3,rwt Basis,10.343,0,10.343,108,0,7.163,rwt Basis,16.42,0,16.42,0,0,16.42,0.31,2.3,29.373,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,C7,rwt Mittelspannung,6.256,0,6.256,576,172128,2.004,rwt Mittelspannung,15.56,0,15.56,0,0,15.56,0,2.3,24.116,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,H7,rwt Flex,8.814,0,8.814,108,0,7.204,rwt Flex,16.574,0,16.574,0,0,16.574,0.31,2.3,27.999,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,C6,rwt Mittelspannung,6.845,0,6.845,576,42240,2.041,rwt Mittelspannung,15.56,0,15.56,0,0,15.56,0,2.3,24.705,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,H5,rwt Basis,9.458,0,9.458,108,0,7.238,rwt Basis,16.47,0,16.47,0,0,16.47,0,2.3,28.228,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,C2,rwt Basis,9.627,0,9.627,108,0,8.487,rwt Basis,17.306,0,17.306,0,0,17.306,0.31,2.3,29.543,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,C5,rwt Mittelspannung,7.282,0,7.282,576,15840,2.049,rwt Mittelspannung,15.56,0,15.56,0,0,15.56,0.31,2.3,25.452,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,H5,rwt Basis,9.458,0,9.458,108,0,7.238,rwt Basis,16.47,0,16.47,0,0,16.47,0.31,2.3,28.538,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,C3,rwt Niederspannung 2,10.228,0,10.228,576,6000,5.064,rwt Niederspannung 2,15.56,0,15.56,0,0,15.56,0.31,2.3,28.398,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,H4,rwt Basis,10.83,0,10.83,108,0,7.65,rwt Basis,16.746,0,16.746,0,0,16.746,0.31,2.3,30.186,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,C7,rwt Mittelspannung,6.256,0,6.256,576,172128,2.004,rwt Mittelspannung,15.56,0,15.56,0,0,15.56,0.31,2.3,24.426,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,C1,rwt Basis,10.653,0,10.653,108,0,8.523,rwt Basis,17.331,0,17.331,0,0,17.331,0.31,2.3,30.594,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,H2,rwt Basis,12.705,0,12.705,108,0,7.605,rwt Basis,16.716,0,16.716,0,0,16.716,0,2.3,31.722,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,C4,rwt Niederspannung 2,9.451,0,9.451,576,18000,4.956,rwt Niederspannung 2,15.56,0,15.56,0,0,15.56,0,2.3,27.311,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,H1,rwt Basis,15.158,0,15.158,108,0,7.628,rwt Basis,16.731,0,16.731,0,0,16.731,0,2.3,34.189,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,C1,rwt Basis,10.653,0,10.653,108,0,8.523,rwt Basis,17.331,0,17.331,0,0,17.331,0,2.3,30.284,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,H6,rwt Basis,8.01,0,8.01,108,0,6.798,rwt Basis,16.176,0,16.176,0,0,16.176,0,2.3,26.486,,
2025,CHE-108.953.890,rwt Regionalwerk Toggenburg AG,standard,C4,rwt Niederspannung 2,9.451,0,9.451,576,18000,4.956,rwt Niederspannung 2,15.56,0,15.56,0,0,15.56,0.31,2.3,27.621,,
2025,CHE-105.603.117,"Dorfkorporation Mosnang, Elektrizitäts- und Wasserversorgung",standard,H6,Haushalt,10.308,0,10.308,132,0,9,Haushalt,13.5,0,13.5,0,0,13.5,0,2.3,26.108,,
2025,CHE-105.603.117,"Dorfkorporation Mosnang, Elektrizitäts- und Wasserversorgung",standard,H4,Haushalt,12.713,0,12.713,132,0,9,Haushalt,13.5,0,13.5,0,0,13.5,0,2.3,28.513,,
2025,CHE-105.603.117,"Dorfkorporation Mosnang, Elektrizitäts- und Wasserversorgung",standard,C5,Industrie,10.658,0,10.658,150,16740,6.5,Industrie,13.5,0,13.5,0,0,13.5,0,2.3,26.458,,
2025,CHE-105.603.117,"Dorfkorporation Mosnang, Elektrizitäts- und Wasserversorgung",standard,C2,Haushalt,10.22,0,10.22,132,0,9,Haushalt,13.5,0,13.5,0,0,13.5,0,2.3,26.02,,
2025,CHE-105.603.117,"Dorfkorporation Mosnang, Elektrizitäts- und Wasserversorgung",standard,C3,a,10.68,0,10.68,150,5700,6,a,13.5,0,13.5,0,0,13.5,0,2.3,26.48,,
2025,CHE-105.603.117,"Dorfkorporation Mosnang, Elektrizitäts- und Wasserversorgung",standard,H2,Haushalt,15.06,0,15.06,132,0,9,Haushalt,13.5,0,13.5,0,0,13.5,0,2.3,30.86,,
2025,CHE-105.603.117,"Dorfkorporation Mosnang, Elektrizitäts- und Wasserversorgung",standard,H3,Haushalt,12.713,0,12.713,132,0,9,Haushalt,13.5,0,13.5,0,0,13.5,0,2.3,28.513,,
2025,CHE-105.603.117,"Dorfkorporation Mosnang, Elektrizitäts- und Wasserversorgung",standard,H1,Haushalt,18.03,0,18.03,132,0,9,Haushalt,13.5,0,13.5,0,0,13.5,0,2.3,33.83,,
2025,CHE-105.603.117,"Dorfkorporation Mosnang, Elektrizitäts- und Wasserversorgung",standard,C1,Haushalt,11.43,0,11.43,132,0,9,Haushalt,13.5,0,13.5,0,0,13.5,0,2.3,27.23,,
2025,CHE-105.603.117,"Dorfkorporation Mosnang, Elektrizitäts- und Wasserversorgung",standard,H5,Haushalt,11.54,0,11.54,132,0,9,Haushalt,13.5,0,13.5,0,0,13.5,0,2.3,27.34,,
2025,CHE-105.603.117,"Dorfkorporation Mosnang, Elektrizitäts- und Wasserversorgung",standard,H8,Haushalt,11.54,0,11.54,132,0,9,Haushalt,13.5,0,13.5,0,0,13.5,0,2.3,27.34,,
2025,CHE-105.603.117,"Dorfkorporation Mosnang, Elektrizitäts- und Wasserversorgung",standard,H7,Haushalt,10.795,0,10.795,132,0,9,Haushalt,13.5,0,13.5,0,0,13.5,0,2.3,26.595,,
2025,CHE-114.918.790,Technische Betriebe Flawil (TBF),standard,H1,N TBF-Haushalt,14.077,0,14.077,94.8,0,7.372,E TBF-Haushalt Flawil Basic Naturemade,16.111,0,16.111,0,0,16.111,0.3,2.3,32.788,,
2025,CHE-114.918.790,Technische Betriebe Flawil (TBF),standard,C3,N TBF-Top,8.853,0,8.853,420,5040,4.433,E TBF-Top,15.614,0,15.614,0,0,15.614,0.3,2.3,27.067,,
2025,CHE-114.918.790,Technische Betriebe Flawil (TBF),standard,H8,N TBF-Haushalt,9.444,0,9.444,94.8,0,7.4,E TBF-Haushalt Flawil Basic Naturemade,16.13,0,16.13,0,0,16.13,0.3,2.3,28.174,,
2025,CHE-114.918.790,Technische Betriebe Flawil (TBF),standard,H6,N TBF-Haushalt,7.477,0,7.477,94.8,0,6.318,E TBF-Haushalt Flawil Basic Naturemade,15.408,0,15.408,0,0,15.408,0.3,2.3,25.485,,
2025,CHE-114.918.790,Technische Betriebe Flawil (TBF),standard,H4,N TBF-Haushalt,10.287,0,10.287,94.8,0,7.4,E TBF-Haushalt Flawil Basic Naturemade,16.13,0,16.13,0,0,16.13,0.3,2.3,29.017,,
2025,CHE-114.918.790,Technische Betriebe Flawil (TBF),standard,H5,N TBF-Haushalt,8.916,0,8.916,94.8,0,6.872,E TBF-Haushalt Flawil Basic Naturemade,15.778,0,15.778,0,0,15.778,0.3,2.3,27.294,,
2025,CHE-114.918.790,Technische Betriebe Flawil (TBF),standard,H7,N TBF-Haushalt,8.584,0,8.584,94.8,0,7.075,E TBF-Haushalt Flawil Basic Naturemade,15.913,0,15.913,0,0,15.913,0.3,2.3,27.097,,
2025,CHE-114.918.790,Technische Betriebe Flawil (TBF),standard,H3,N TBF-Haushalt,9.669,0,9.669,94.8,0,6.782,E TBF-Haushalt Flawil Basic Naturemade,15.718,0,15.718,0,0,15.718,0.3,2.3,27.987,,
2025,CHE-114.918.790,Technische Betriebe Flawil (TBF),standard,C4,N TBF-Top500,7.908,0,7.908,420,14400,4.164,E TBF-Top500,15.326,0,15.326,0,0,15.326,0.3,2.3,25.833,,
2025,CHE-114.918.790,Technische Betriebe Flawil (TBF),standard,C1,N TBF-Haushalt,10.474,0,10.474,94.8,0,8.509,E TBF-Haushalt Flawil Basic Naturemade,16.869,0,16.869,0,0,16.869,0.3,2.3,29.943,,
2025,CHE-114.918.790,Technische Betriebe Flawil (TBF),standard,H2,N TBF-Haushalt,11.915,0,11.915,94.8,0,7.343,E TBF-Haushalt Flawil Basic Naturemade,16.092,0,16.092,0,0,16.092,0.3,2.3,30.608,,
2025,CHE-114.918.790,Technische Betriebe Flawil (TBF),standard,C2,N TBF-Haushalt,9.558,0,9.558,94.8,0,8.462,E TBF-Haushalt Flawil Basic Naturemade,16.838,0,16.838,0,0,16.838,0.3,2.3,28.996,,
2025,CHE-108.961.033,"Dorfkorporation Schwarzenbach SG, Elektrizität Wasser Gas TV",standard,C7,Industrietarif MS,5.299,0,5.299,120,185820,2.04,Industrietarif MS,11.879,0,11.879,0,0,11.879,0,2.3,19.478,,
2025,CHE-108.961.033,"Dorfkorporation Schwarzenbach SG, Elektrizität Wasser Gas TV",standard,H6,Haushalt,9.277,0,9.277,120,0,8.017,Haushalt,12.072,0,12.072,0,0,12.072,0,2.3,23.65,,
2025,CHE-108.961.033,"Dorfkorporation Schwarzenbach SG, Elektrizität Wasser Gas TV",standard,H8,Haushalt,11.38,0,11.38,120,0,9,Haushalt,12.4,0,12.4,0,0,12.4,0,2.3,26.08,,
2025,CHE-108.961.033,"Dorfkorporation Schwarzenbach SG, Elektrizität Wasser Gas TV",standard,C1,Haushalt,12.288,0,12.288,120,0,10.008,Haushalt,12.736,0,12.736,0,0,12.736,0,2.3,27.324,,
2025,CHE-108.961.033,"Dorfkorporation Schwarzenbach SG, Elektrizität Wasser Gas TV",standard,C3,Industrietarif NS,13.12,0,13.12,120,5880,8.34,Industrietarif NS,12.147,0,12.147,0,0,12.147,0,2.3,27.567,,
2025,CHE-108.961.033,"Dorfkorporation Schwarzenbach SG, Elektrizität Wasser Gas TV",standard,H1,Haushalt,17.254,0,17.254,120,0,8.974,Haushalt,12.391,0,12.391,0,0,12.391,0,2.3,31.945,,
2025,CHE-108.961.033,"Dorfkorporation Schwarzenbach SG, Elektrizität Wasser Gas TV",standard,C6,Industrietarif MS,5.929,0,5.929,120,45600,2.101,Industrietarif MS,12.002,0,12.002,0,0,12.002,0,2.3,20.231,,
2025,CHE-108.961.033,"Dorfkorporation Schwarzenbach SG, Elektrizität Wasser Gas TV",standard,C5,Industrietarif MS,6.339,0,6.339,120,17100,2.115,Industrietarif MS,12.03,0,12.03,0,0,12.03,0,2.3,20.669,,
2025,CHE-108.961.033,"Dorfkorporation Schwarzenbach SG, Elektrizität Wasser Gas TV",standard,H2,Haushalt,14.529,0,14.529,120,0,8.949,Haushalt,12.383,0,12.383,0,0,12.383,0,2.3,29.211,,
2025,CHE-108.961.033,"Dorfkorporation Schwarzenbach SG, Elektrizität Wasser Gas TV",standard,C4,Industrietarif NS,12.322,0,12.322,120,17640,7.99,Industrietarif NS,12.03,0,12.03,0,0,12.03,0,2.3,26.652,,
2025,CHE-108.961.033,"Dorfkorporation Schwarzenbach SG, Elektrizität Wasser Gas TV",standard,C2,Haushalt,11.146,0,11.146,120,0,9.966,Haushalt,12.722,0,12.722,0,0,12.722,0,2.3,26.167,,
2025,CHE-108.961.033,"Dorfkorporation Schwarzenbach SG, Elektrizität Wasser Gas TV",standard,H3,Haushalt,11.885,0,11.885,120,0,8.438,Haushalt,12.213,0,12.213,0,0,12.213,0,2.3,26.397,,
2025,CHE-108.961.033,"Dorfkorporation Schwarzenbach SG, Elektrizität Wasser Gas TV",standard,H7,Haushalt,10.407,0,10.407,120,0,8.704,Haushalt,12.301,0,12.301,0,0,12.301,0,2.3,25.009,,
2025,CHE-108.961.033,"Dorfkorporation Schwarzenbach SG, Elektrizität Wasser Gas TV",standard,H5,Haushalt,10.904,0,10.904,120,0,8.524,Haushalt,12.241,0,12.241,0,0,12.241,0,2.3,25.446,,
2025,CHE-108.961.033,"Dorfkorporation Schwarzenbach SG, Elektrizität Wasser Gas TV",standard,H4,Haushalt,12.447,0,12.447,120,0,9,Haushalt,12.4,0,12.4,0,0,12.4,0,2.3,27.147,,
2025,CHE-112.539.097,"Gemeinde Oberbüren, Elektra / Stromversorgung",standard,C2,Haushalt,9.809,0,9.809,72,0,8.789,Haushalt,21.2,0,21.2,0,0,21.2,0,2.3,33.309,,
2025,CHE-112.539.097,"Gemeinde Oberbüren, Elektra / Stromversorgung",standard,C4,Grosskunden,7.756,0,7.756,72,16920,3.578,Grosskunden,20.3,0,20.3,0,0,20.3,0,2.3,30.356,,
2025,CHE-112.539.097,"Gemeinde Oberbüren, Elektra / Stromversorgung",standard,H5,Haushalt,10.337,0,10.337,72,0,8.597,Haushalt,21.2,0,21.2,0,0,21.2,0,2.3,33.837,,
2025,CHE-112.539.097,"Gemeinde Oberbüren, Elektra / Stromversorgung",standard,H6,Haushalt,9.597,0,9.597,72,0,8.529,Haushalt,21.2,0,21.2,0,0,21.2,0,2.3,33.097,,
2025,CHE-112.539.097,"Gemeinde Oberbüren, Elektra / Stromversorgung",standard,C3,Grosskunden,8.236,0,8.236,72,5640,3.648,Grosskunden,20.3,0,20.3,0,0,20.3,0,2.3,30.836,,
2025,CHE-112.539.097,"Gemeinde Oberbüren, Elektra / Stromversorgung",standard,H2,Haushalt,12.313,0,12.313,72,0,8.653,Haushalt,21.2,0,21.2,0,0,21.2,0,2.3,35.813,,
2025,CHE-112.539.097,"Gemeinde Oberbüren, Elektra / Stromversorgung",standard,C5,Mittelspannung,6.23,0,6.23,72,16920,2.052,Mittelspannung,20.3,0,20.3,0,0,20.3,0,2.3,28.83,,
2025,CHE-112.539.097,"Gemeinde Oberbüren, Elektra / Stromversorgung",standard,H7,Haushalt,9.954,0,9.954,72,0,8.621,Haushalt,21.2,0,21.2,0,0,21.2,0,2.3,33.454,,
2025,CHE-112.539.097,"Gemeinde Oberbüren, Elektra / Stromversorgung",standard,C7,Mittelspannung,5.224,0,5.224,72,183864,1.992,Mittelspannung,20.3,0,20.3,0,0,20.3,0,2.3,27.824,,
2025,CHE-112.539.097,"Gemeinde Oberbüren, Elektra / Stromversorgung",standard,H3,Haushalt,10.965,0,10.965,72,0,8.585,Haushalt,21.2,0,21.2,0,0,21.2,0,2.3,34.465,,
2025,CHE-112.539.097,"Gemeinde Oberbüren, Elektra / Stromversorgung",standard,H4,Haushalt,11.04,0,11.04,72,0,8.66,Haushalt,21.2,0,21.2,0,0,21.2,0,2.3,34.54,,
2025,CHE-112.539.097,"Gemeinde Oberbüren, Elektra / Stromversorgung",standard,H1,Haushalt,13.937,0,13.937,72,0,8.657,Haushalt,21.2,0,21.2,0,0,21.2,0,2.3,37.437,,
2025,CHE-112.539.097,"Gemeinde Oberbüren, Elektra / Stromversorgung",standard,C6,Mittelspannung,5.834,0,5.834,72,45120,2.041,Mittelspannung,20.3,0,20.3,0,0,20.3,0,2.3,28.434,,
2025,CHE-112.539.097,"Gemeinde Oberbüren, Elektra / Stromversorgung",standard,H8,Haushalt,10.4,0,10.4,72,0,8.66,Haushalt,21.2,0,21.2,0,0,21.2,0,2.3,33.9,,
2025,CHE-112.539.097,"Gemeinde Oberbüren, Elektra / Stromversorgung",standard,C1,Haushalt,10.474,0,10.474,72,0,8.794,Haushalt,21.2,0,21.2,0,0,21.2,0,2.3,33.974,,
2025,CHE-108.955.877,Elektra Niederbüren Stromversorgung,standard,H1,Basistarif,16.601,0,16.601,90,0,10.196,Basistarif,13.65,0,13.65,0,0,13.65,0.4,2.3,32.951,,
2025,CHE-108.955.877,Elektra Niederbüren Stromversorgung,standard,H8,Basistarif,12.18,0,12.18,90,0,10.2,Basistarif,13.65,0,13.65,0,0,13.65,0.4,2.3,28.53,,
2025,CHE-108.955.877,Elektra Niederbüren Stromversorgung,standard,H8,Basistarif,12.18,0,12.18,90,0,10.2,Basistarif,13.65,0,13.65,0,0,13.65,0,2.3,28.13,,
2025,CHE-108.955.877,Elektra Niederbüren Stromversorgung,standard,C4,Leistungstarif Niederspannung,10.419,0,10.419,90,17640,6.093,Leistungstarif Niederspannung,13.15,0,13.15,0,0,13.15,0.4,2.3,26.269,,
