period, operator, operatorLabel, product, category, gridusagename, gridusage before discount (cts./kWh), gridusagediscount discount (cts./kWh), gridusage after discount (cts./kWh), hereof grid: fixcosts (CHF p.a.), hereof grid: power price (CHF p.a.), hereof grid: working price (cts./kWh), energyname, energy before discount (cts./kWh), energy discount (cts./kWh), energy after discount (cts./kWh), hereof energy: fixcosts (CHF p.a.), hereof energy: power price (CHF p.a.), hereof energy: working price (cts./kWh), charge (cts./kWh), aidfee (cts./kWh), total (cts./kWh), metering rate (cts./kWh), annual metering cost (CHF p.a.)
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C3,BT Maxi < 3'500 h,12.664,0,12.664,570,4470,8.524,"La Goule Energy Blue, Tarif double",11.462,0,11.462,39,0,11.436,0.206,2.3,26.633,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C6,MT > 3500 h,7.712,0,7.712,912,62880,2.679,"La Goule Energy Blue, Tarif double",11.36,0,11.36,39,0,11.357,0.027,2.3,21.398,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C7,MT > 3'500 h,6.745,0,6.745,912,256236,2.537,"La Goule Energy Blue, Tarif double",10.996,0,10.996,39,0,10.996,0.004,2.3,20.045,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C7,MT > 3'500 h,6.745,0,6.745,912,256236,2.537,"La Goule Energy Grey, Tarif double					",9.996,0,9.996,39,0,9.996,0.004,2.3,19.046,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H1,BT TU,22.243,0,22.243,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",11.958,0,11.958,39,0,9.52,1,2.3,37.5,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H4,BT TU,15.79,0,15.79,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.387,0,11.387,39,0,10.52,1.62,2.3,31.097,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C7,MT > 3'500 h,6.745,0,6.745,912,256236,2.537,"La Goule Energy Grey, Tarif double					",9.996,0,9.996,39,0,9.996,0.004,2.3,19.045,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H3,BT TU,15.79,0,15.79,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",10.387,0,10.387,39,0,9.52,1,2.3,29.477,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H8,BT TU,14.366,0,14.366,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",10.04,0,10.04,39,0,9.52,1.3,2.3,28.006,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H7,BT TU + BT IR,11.501,0,11.501,160.2,0,9.488,"La Goule Energy Blue, Tarif unique + La Goule Energy Blue, Interruptible",10.604,0,10.604,39,0,10.304,1.5,2.3,25.904,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H1,BT TU,22.243,0,22.243,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",11.958,0,11.958,39,0,9.52,1.6,2.3,38.1,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H3,BT TU,15.79,0,15.79,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",10.387,0,10.387,39,0,9.52,1.35,2.3,29.827,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H5,BT TU,14.366,0,14.366,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",10.04,0,10.04,39,0,9.52,1.35,2.3,28.056,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C4,BT Maxi < 3'500,11.49,0,11.49,570,13410,7.914,"La Goule Energy Blue, Tarif double",11.037,0,11.037,39,0,11.029,1.4,2.3,26.227,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H7,BT TU + BT IR,11.501,0,11.501,160.2,0,9.488,"La Goule Energy Blue, Tarif unique + La Goule Energy Blue, Interruptible",10.604,0,10.604,39,0,10.304,1.4,2.3,25.804,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C5,MT < 3'500 h,7.271,0,7.271,912,5670,5.175,"La Goule Energy Blue, Tarif double",11.037,0,11.037,39,0,11.029,0.1,2.3,20.708,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C2,BT TU,12.764,0,12.764,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",9.65,0,9.65,39,0,9.52,0.6,2.3,25.314,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H2,BT TU,18.638,0,18.638,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",12.08,0,12.08,39,0,10.52,1.35,2.3,34.368,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H2,BT TU,18.638,0,18.638,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",11.08,0,11.08,39,0,9.52,1.35,2.3,33.368,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C7,MT > 3'500 h,6.745,0,6.745,912,256236,2.537,"La Goule Energy Blue, Tarif double",10.996,0,10.996,39,0,10.996,0.007,2.3,20.048,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C5,MT < 3'500 h,7.271,0,7.271,912,5670,5.175,"La Goule Energy Blue, Tarif double",11.037,0,11.037,39,0,11.029,0.257,2.3,20.866,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C6,MT > 3500 h,7.712,0,7.712,912,62880,2.679,"La Goule Energy Blue, Tarif double",11.36,0,11.36,39,0,11.357,0.019,2.3,21.39,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H5,BT TU,14.366,0,14.366,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.04,0,11.04,39,0,10.52,1.35,2.3,29.056,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C6,MT > 3500 h,7.712,0,7.712,912,62880,2.679,"La Goule Energy Grey, Tarif double",10.36,0,10.36,39,0,10.357,0.027,2.3,20.398,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H5,BT TU,14.366,0,14.366,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",10.04,0,10.04,39,0,9.52,1.62,2.3,28.326,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H4,BT TU,15.79,0,15.79,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",10.387,0,10.387,39,0,9.52,1.5,2.3,29.977,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H4,BT TU,15.79,0,15.79,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",10.387,0,10.387,39,0,9.52,1.62,2.3,30.097,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C2,BT TU,12.764,0,12.764,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",10.65,0,10.65,39,0,10.52,0.933,2.3,26.647,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C4,BT Maxi < 3'500,11.49,0,11.49,570,13410,7.914,"La Goule Energy Blue, Tarif double",11.037,0,11.037,39,0,11.029,0.08,2.3,24.907,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H4,BT TU,15.79,0,15.79,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",10.387,0,10.387,39,0,9.52,1.3,2.3,29.777,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H1,BT TU,22.243,0,22.243,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",11.958,0,11.958,39,0,9.52,1.62,2.3,38.12,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H7,BT TU + BT IR,11.501,0,11.501,160.2,0,9.488,"La Goule Energy Grey, Tarif unique + La Goule Energy Grey, Interruptible",9.604,0,9.604,39,0,9.304,1,2.3,24.404,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H6,BT TU,12.871,0,12.871,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",9.676,0,9.676,39,0,9.52,1.6,2.3,26.447,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C3,BT Maxi < 3'500 h,12.664,0,12.664,570,4470,8.524,"La Goule Energy Grey, Tarif double",10.462,0,10.462,39,0,10.436,0.411,2.3,25.838,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H7,BT TU + BT IR,11.501,0,11.501,160.2,0,9.488,"La Goule Energy Grey, Tarif unique + La Goule Energy Grey, Interruptible",9.604,0,9.604,39,0,9.304,1.4,2.3,24.804,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C1,BT TU,14.232,0,14.232,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.007,0,11.007,39,0,10.52,0.6,2.3,28.14,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C6,MT > 3500 h,7.712,0,7.712,912,62880,2.679,"La Goule Energy Blue, Tarif double",11.36,0,11.36,39,0,11.357,0.021,2.3,21.392,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H3,BT TU,15.79,0,15.79,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.387,0,11.387,39,0,10.52,1.2,2.3,30.677,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C2,BT TU,12.764,0,12.764,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",10.65,0,10.65,39,0,10.52,1.031,2.3,26.745,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C1,BT TU,14.232,0,14.232,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",10.008,0,10.008,39,0,9.52,1.3,2.3,27.84,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H3,BT TU,15.79,0,15.79,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.387,0,11.387,39,0,10.52,1.6,2.3,31.077,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C2,BT TU,12.764,0,12.764,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",10.65,0,10.65,39,0,10.52,0.6,2.3,26.314,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H8,BT TU,14.366,0,14.366,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.04,0,11.04,39,0,10.52,1.43,2.3,29.136,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H1,BT TU,22.243,0,22.243,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",12.957,0,12.957,39,0,10.52,1.2,2.3,38.7,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C4,BT Maxi < 3'500,11.49,0,11.49,570,13410,7.914,"La Goule Energy Grey, Tarif double",10.037,0,10.037,39,0,10.029,1.4,2.3,25.227,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H3,BT TU,15.79,0,15.79,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.387,0,11.387,39,0,10.52,1.43,2.3,30.907,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H6,BT TU,12.871,0,12.871,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",9.676,0,9.676,39,0,9.52,1,2.3,25.847,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H5,BT TU,14.366,0,14.366,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.04,0,11.04,39,0,10.52,1.2,2.3,28.906,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H1,BT TU,22.243,0,22.243,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",11.958,0,11.958,39,0,9.52,1.43,2.3,37.93,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H8,BT TU,14.366,0,14.366,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",10.04,0,10.04,39,0,9.52,1.62,2.3,28.326,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H6,BT TU,12.871,0,12.871,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",9.676,0,9.676,39,0,9.52,1.4,2.3,26.247,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C7,MT > 3'500 h,6.745,0,6.745,912,256236,2.537,"La Goule Energy Grey, Tarif double					",9.996,0,9.996,39,0,9.996,0.65,2.3,19.692,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H3,BT TU,15.79,0,15.79,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.387,0,11.387,39,0,10.52,0.6,2.3,30.077,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C3,BT Maxi < 3'500 h,12.664,0,12.664,570,4470,8.524,"La Goule Energy Grey, Tarif double",10.462,0,10.462,39,0,10.436,0.6,2.3,26.027,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C4,BT Maxi < 3'500,11.49,0,11.49,570,13410,7.914,"La Goule Energy Grey, Tarif double",10.037,0,10.037,39,0,10.029,1.62,2.3,25.447,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C3,BT Maxi < 3'500 h,12.664,0,12.664,570,4470,8.524,"La Goule Energy Blue, Tarif double",11.462,0,11.462,39,0,11.436,0.392,2.3,26.818,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C6,MT > 3500 h,7.712,0,7.712,912,62880,2.679,"La Goule Energy Blue, Tarif double",11.36,0,11.36,39,0,11.357,0.219,2.3,21.591,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C2,BT TU,12.764,0,12.764,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",9.65,0,9.65,39,0,9.52,1.031,2.3,25.745,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C1,BT TU,14.232,0,14.232,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.007,0,11.007,39,0,10.52,1.3,2.3,28.84,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H5,BT TU,14.366,0,14.366,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",10.04,0,10.04,39,0,9.52,1,2.3,27.706,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C7,MT > 3'500 h,6.745,0,6.745,912,256236,2.537,"La Goule Energy Grey, Tarif double					",9.996,0,9.996,39,0,9.996,1.62,2.3,20.662,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C2,BT TU,12.764,0,12.764,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",10.65,0,10.65,39,0,10.52,1.6,2.3,27.314,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H7,BT TU + BT IR,11.501,0,11.501,160.2,0,9.488,"La Goule Energy Grey, Tarif unique + La Goule Energy Grey, Interruptible",9.604,0,9.604,39,0,9.304,1.3,2.3,24.704,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C6,MT > 3500 h,7.712,0,7.712,912,62880,2.679,"La Goule Energy Blue, Tarif double",11.36,0,11.36,39,0,11.357,0.02,2.3,21.392,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H4,BT TU,15.79,0,15.79,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.387,0,11.387,39,0,10.52,1.4,2.3,30.877,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C5,MT < 3'500 h,7.271,0,7.271,912,5670,5.175,"La Goule Energy Blue, Tarif double",11.037,0,11.037,39,0,11.029,0.263,2.3,20.872,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H8,BT TU,14.366,0,14.366,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.04,0,11.04,39,0,10.52,1.6,2.3,29.306,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H5,BT TU,14.366,0,14.366,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.04,0,11.04,39,0,10.52,1.3,2.3,29.006,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H3,BT TU,15.79,0,15.79,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",10.387,0,10.387,39,0,9.52,1.5,2.3,29.977,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H4,BT TU,15.79,0,15.79,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",10.387,0,10.387,39,0,9.52,0.6,2.3,29.077,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H1,BT TU,22.243,0,22.243,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",11.958,0,11.958,39,0,9.52,1.4,2.3,37.9,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H7,BT TU + BT IR,11.501,0,11.501,160.2,0,9.488,"La Goule Energy Blue, Tarif unique + La Goule Energy Blue, Interruptible",10.604,0,10.604,39,0,10.304,1.3,2.3,25.704,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C7,MT > 3'500 h,6.745,0,6.745,912,256236,2.537,"La Goule Energy Blue, Tarif double",10.996,0,10.996,39,0,10.996,1.4,2.3,21.442,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C5,MT < 3'500 h,7.271,0,7.271,912,5670,5.175,"La Goule Energy Blue, Tarif double",11.037,0,11.037,39,0,11.029,0.6,2.3,21.208,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H2,BT TU,18.638,0,18.638,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",11.08,0,11.08,39,0,9.52,1,2.3,33.018,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H5,BT TU,14.366,0,14.366,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.04,0,11.04,39,0,10.52,1.43,2.3,29.136,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H2,BT TU,18.638,0,18.638,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",12.08,0,12.08,39,0,10.52,1.62,2.3,34.638,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C5,MT < 3'500 h,7.271,0,7.271,912,5670,5.175,"La Goule Energy Grey, Tarif double",10.037,0,10.037,39,0,10.029,0.263,2.3,19.872,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H2,BT TU,18.638,0,18.638,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",12.08,0,12.08,39,0,10.52,1.5,2.3,34.518,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C6,MT > 3500 h,7.712,0,7.712,912,62880,2.679,"La Goule Energy Grey, Tarif double",10.36,0,10.36,39,0,10.357,0.6,2.3,20.971,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H4,BT TU,15.79,0,15.79,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",10.387,0,10.387,39,0,9.52,1.6,2.3,30.077,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C4,BT Maxi < 3'500,11.49,0,11.49,570,13410,7.914,"La Goule Energy Blue, Tarif double",11.037,0,11.037,39,0,11.029,0.1,2.3,24.927,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H6,BT TU,12.871,0,12.871,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",10.676,0,10.676,39,0,10.52,0.6,2.3,26.447,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C1,BT TU,14.232,0,14.232,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.007,0,11.007,39,0,10.52,1.5,2.3,29.04,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C3,BT Maxi < 3'500 h,12.664,0,12.664,570,4470,8.524,"La Goule Energy Blue, Tarif double",11.462,0,11.462,39,0,11.436,0.411,2.3,26.838,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H7,BT TU + BT IR,11.501,0,11.501,160.2,0,9.488,"La Goule Energy Blue, Tarif unique + La Goule Energy Blue, Interruptible",10.604,0,10.604,39,0,10.304,1,2.3,25.404,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H8,BT TU,14.366,0,14.366,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.04,0,11.04,39,0,10.52,1.62,2.3,29.326,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C6,MT > 3500 h,7.712,0,7.712,912,62880,2.679,"La Goule Energy Blue, Tarif double",11.36,0,11.36,39,0,11.357,0.667,2.3,22.038,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C3,BT Maxi < 3'500 h,12.664,0,12.664,570,4470,8.524,"La Goule Energy Grey, Tarif double",10.462,0,10.462,39,0,10.436,1.62,2.3,27.047,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C3,BT Maxi < 3'500 h,12.664,0,12.664,570,4470,8.524,"La Goule Energy Blue, Tarif double",11.462,0,11.462,39,0,11.436,1.62,2.3,28.047,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H7,BT TU + BT IR,11.501,0,11.501,160.2,0,9.488,"La Goule Energy Grey, Tarif unique + La Goule Energy Grey, Interruptible",9.604,0,9.604,39,0,9.304,0.6,2.3,24.004,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C3,BT Maxi < 3'500 h,12.664,0,12.664,570,4470,8.524,"La Goule Energy Blue, Tarif double",11.462,0,11.462,39,0,11.436,0.2,2.3,26.627,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C2,BT TU,12.764,0,12.764,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",9.65,0,9.65,39,0,9.52,1.4,2.3,26.114,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H2,BT TU,18.638,0,18.638,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",12.08,0,12.08,39,0,10.52,1.2,2.3,34.218,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H6,BT TU,12.871,0,12.871,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",9.676,0,9.676,39,0,9.52,1.62,2.3,26.467,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C6,MT > 3500 h,7.712,0,7.712,912,62880,2.679,"La Goule Energy Grey, Tarif double",10.36,0,10.36,39,0,10.357,0.65,2.3,21.021,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H4,BT TU,15.79,0,15.79,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.387,0,11.387,39,0,10.52,1.5,2.3,30.977,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H2,BT TU,18.638,0,18.638,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",11.08,0,11.08,39,0,9.52,1.5,2.3,33.518,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H7,BT TU + BT IR,11.501,0,11.501,160.2,0,9.488,"La Goule Energy Grey, Tarif unique + La Goule Energy Grey, Interruptible",9.604,0,9.604,39,0,9.304,1.35,2.3,24.754,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C3,BT Maxi < 3'500 h,12.664,0,12.664,570,4470,8.524,"La Goule Energy Grey, Tarif double",10.462,0,10.462,39,0,10.436,0.206,2.3,25.633,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H8,BT TU,14.366,0,14.366,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.04,0,11.04,39,0,10.52,1.35,2.3,29.056,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C6,MT > 3500 h,7.712,0,7.712,912,62880,2.679,"La Goule Energy Grey, Tarif double",10.36,0,10.36,39,0,10.357,1.62,2.3,21.991,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C3,BT Maxi < 3'500 h,12.664,0,12.664,570,4470,8.524,"La Goule Energy Blue, Tarif double",11.462,0,11.462,39,0,11.436,1.6,2.3,28.027,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H6,BT TU,12.871,0,12.871,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",9.676,0,9.676,39,0,9.52,1.237,2.3,26.084,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,C4,BT Maxi < 3'500,11.49,0,11.49,570,13410,7.914,"La Goule Energy Grey, Tarif double",10.037,0,10.037,39,0,10.029,0.056,2.3,23.883,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H4,BT TU,15.79,0,15.79,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.387,0,11.387,39,0,10.52,1.43,2.3,30.907,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C1,BT TU,14.232,0,14.232,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.007,0,11.007,39,0,10.52,1.6,2.3,29.14,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C2,BT TU,12.764,0,12.764,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",10.65,0,10.65,39,0,10.52,1.3,2.3,27.014,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H8,BT TU,14.366,0,14.366,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",10.04,0,10.04,39,0,9.52,1,2.3,27.706,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C4,BT Maxi < 3'500,11.49,0,11.49,570,13410,7.914,"La Goule Energy Blue, Tarif double",11.037,0,11.037,39,0,11.029,1.6,2.3,26.427,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H6,BT TU,12.871,0,12.871,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",10.676,0,10.676,39,0,10.52,1.6,2.3,27.447,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H5,BT TU,14.366,0,14.366,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",11.04,0,11.04,39,0,10.52,1.4,2.3,29.106,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H8,BT TU,14.366,0,14.366,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",10.04,0,10.04,39,0,9.52,1.5,2.3,28.206,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,H1,BT TU,22.243,0,22.243,160.2,0,11.45,"La Goule Energy Blue, Tarif unique",12.957,0,12.957,39,0,10.52,1.4,2.3,38.9,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,standard,C4,BT Maxi < 3'500,11.49,0,11.49,570,13410,7.914,"La Goule Energy Blue, Tarif double",11.037,0,11.037,39,0,11.029,0.062,2.3,24.889,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H2,BT TU,18.638,0,18.638,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",11.08,0,11.08,39,0,9.52,1.4,2.3,33.418,,
2025,CHE-105.935.186,Société des Forces Électriques de La Goule SA,cheapest,H6,BT TU,12.871,0,12.871,160.2,0,11.45,"La Goule Energy Grey, Tarif unique",9.676,0,9.676,39,0,9.52,0.6,2.3,25.447,,
